date_started,date_concluded,pollster,client,area,sample_size,labour,conservative,reform_uk,liberal_democrat,green,alliance,brexit_party,change_uk,liberal,plaid_cymru,scottish_national_party,social_democratic_party,united_kingdom_independence_party,reclaim_party,others,lead,lead_value
1993-08-01,1993-08-01,Gallup,Telegraph,,,44.5,23.0,,27.0,,,,,,,,,,,,lab+17.5,17.5
1993-07-30,1993-07-30,Ipsos,Sunday Times,,,41.0,27.0,,28.0,,,,,,,,,,,,lab+13.0,13.0
1993-07-26,1993-07-26,Ipsos,Times,,,44.0,27.0,,25.0,,,,,,,,,,,,lab+17.0,17.0
1993-07-23,1993-07-23,Ipsos,Sunday Times,,,44.0,34.0,,18.0,,,,,,,,,,,,lab+10.0,10.0
1993-07-05,1993-07-05,Gallup,Telegraph,,,43.0,24.5,,26.5,,,,,,,,,,,,lab+16.5,16.5
1993-07-03,1993-07-03,ICM Research,Guardian,,,37.0,32.0,,25.0,,,,,,,,,,,,lab+5.0,5.0
1993-06-28,1993-06-28,Ipsos,Times,,,46.0,28.0,,23.0,,,,,,,,,,,,lab+18.0,18.0
1993-06-12,1993-06-12,Ipsos,Sunday Times,,,44.0,29.0,,22.0,,,,,,,,,,,,lab+15.0,15.0
1993-06-11,1993-06-11,NOP,Independent on Sunday,,,42.0,27.0,,26.0,,,,,,,,,,,,lab+15.0,15.0
1993-06-05,1993-06-05,ICM Research,Guardian,,,38.0,31.0,,26.0,,,,,,,,,,,,lab+7.0,7.0
1993-05-31,1993-05-31,Gallup,Telegraph,,,49.0,25.0,,23.0,,,,,,,,,,,,lab+24.0,24.0
1993-05-24,1993-05-24,Ipsos,Times,,,44.0,28.0,,24.0,,,,,,,,,,,,lab+16.0,16.0
1993-05-08,1993-05-08,ICM Research,Guardian,,,38.0,32.0,,24.0,,,,,,,,,,,,lab+6.0,6.0
1993-05-03,1993-05-03,Gallup,Telegraph,,,47.0,30.0,,17.5,,,,,,,,,,,,lab+17.0,17.0
1993-04-26,1993-04-26,Ipsos,Times,,,46.0,32.0,,20.0,,,,,,,,,,,,lab+14.0,14.0
1993-04-10,1993-04-10,ICM Research,Guardian,,,39.0,34.0,,21.0,,,,,,,,,,,,lab+5.0,5.0
1993-04-01,1993-04-01,Gallup,Telegraph,,,49.0,30.5,,15.5,,,,,,,,,,,,lab+18.5,18.5
1993-03-29,1993-03-29,Ipsos,Times,,,47.0,32.0,,17.0,,,,,,,,,,,,lab+15.0,15.0
1993-03-06,1993-03-06,ICM Research,Guardian,,,41.0,36.0,,18.0,,,,,,,,,,,,lab+5.0,5.0
1993-03-01,1993-03-01,Gallup,Telegraph,,,49.0,32.0,,14.0,,,,,,,,,,,,lab+17.0,17.0
1993-02-22,1993-02-22,Ipsos,Times,,,46.0,34.0,,16.0,,,,,,,,,,,,lab+12.0,12.0
1993-02-06,1993-02-06,ICM Research,Guardian,,,39.0,37.0,,18.0,,,,,,,,,,,,lab+2.0,2.0
1993-02-01,1993-02-01,Gallup,Telegraph,,,46.0,33.5,,15.5,,,,,,,,,,,,lab+12.5,12.5
1993-01-26,1993-01-26,Ipsos,CCC,,,44.0,38.0,,13.0,,,,,,,,,,,,lab+6.0,6.0
1993-01-21,1993-01-21,Ipsos,Sunday Times,,,45.0,37.0,,14.0,,,,,,,,,,,,lab+8.0,8.0
1993-01-11,1993-01-11,Gallup,Telegraph,,,45.5,33.5,,14.5,,,,,,,,,,,,lab+12.0,12.0
1993-01-09,1993-01-09,ICM Research,Guardian,,,37.0,39.0,,18.0,,,,,,,,,,,,con+2.0,2.0
1992-12-15,1992-12-15,Ipsos,Sunday Times,,,47.0,34.0,,16.0,,,,,,,,,,,,lab+13.0,13.0
1992-12-05,1992-12-05,ICM Research,Guardian,,,41.0,36.0,,18.0,,,,,,,,,,,,lab+5.0,5.0
1992-12-01,1992-12-01,Ipsos,Sunday Times,,,47.0,34.0,,15.0,,,,,,,,,,,,lab+13.0,13.0
1992-11-30,1992-11-30,Gallup,Telegraph,,,52.0,29.0,,14.0,,,,,,,,,,,,lab+23.0,23.0
1992-11-20,1992-11-20,ICM Research,Express,,,49.0,33.0,,14.0,,,,,,,,,,,,lab+16.0,16.0
1992-11-12,1992-11-12,Harris Interactive,Observer,,,51.0,32.0,,14.0,,,,,,,,,,,,lab+19.0,19.0
1992-11-08,1992-11-08,Harris Interactive,World in Action,,,53.0,30.0,,13.0,,,,,,,,,,,,lab+23.0,23.0
1992-11-07,1992-11-07,ICM Research,Guardian,,,40.0,36.0,,19.0,,,,,,,,,,,,lab+4.0,4.0
1992-11-02,1992-11-02,Gallup,Telegraph,,,50.0,32.5,,13.0,,,,,,,,,,,,lab+17.5,17.5
1992-10-30,1992-10-30,NOP,Independent on Sunday,,,47.0,34.0,,14.0,,,,,,,,,,,,lab+13.0,13.0
1992-10-27,1992-10-27,Ipsos,Sunday Times,,,45.0,35.0,,15.0,,,,,,,,,,,,lab+10.0,10.0
1992-10-19,1992-10-19,Gallup,,,,51.0,29.0,,14.0,,,,,,,,,,,,lab+22.0,22.0
1992-10-12,1992-10-12,Gallup,,,,45.0,36.0,,14.0,,,,,,,,,,,,lab+9.0,9.0
1992-10-10,1992-10-10,ICM Research,Guardian,,,38.0,38.0,,19.0,,,,,,,,,,,,Tie,0.0
1992-09-29,1992-09-29,Ipsos,Sunday Times,,,43.0,37.0,,16.0,,,,,,,,,,,,lab+6.0,6.0
1992-09-28,1992-09-28,Gallup,Telegraph,,,44.0,37.0,,15.0,,,,,,,,,,,,lab+7.0,7.0
1992-09-21,1992-09-21,Gallup,Telegraph,,,42.0,37.0,,17.0,,,,,,,,,,,,lab+5.0,5.0
1992-09-19,1992-09-19,Ipsos,Sunday Times,,,43.0,39.0,,15.0,,,,,,,,,,,,lab+4.0,4.0
1992-09-18,1992-09-18,NOP,Independent on Sunday,,,41.0,39.0,,16.0,,,,,,,,,,,,lab+2.0,2.0
1992-09-17,1992-09-17,Harris Interactive,Observer,,,44.0,36.0,,16.0,,,,,,,,,,,,lab+8.0,8.0
1992-09-07,1992-09-07,Gallup,,,,41.0,43.0,,12.0,,,,,,,,,,,,con+2.0,2.0
1992-09-05,1992-09-05,ICM Research,Guardian,,,35.0,39.0,,19.0,,,,,,,,,,,,con+4.0,4.0
1992-09-02,1992-09-02,Ipsos,Sunday Times,,,44.0,41.0,,13.0,,,,,,,,,,,,lab+3.0,3.0
1992-08-21,1992-08-21,Ipsos,Times,,,44.0,38.0,,14.0,,,,,,,,,,,,lab+6.0,6.0
1992-08-14,1992-08-14,NOP,Independent on Sunday,,,39.0,43.0,,14.0,,,,,,,,,,,,con+4.0,4.0
1992-08-08,1992-08-08,ICM Research,Guardian,,,36.0,41.0,,17.0,,,,,,,,,,,,con+5.0,5.0
1992-08-03,1992-08-03,Gallup,,,,45.0,40.5,,12.0,,,,,,,,,,,,lab+4.5,4.5
1992-07-28,1992-07-28,Ipsos,Sunday Times,,,43.0,39.0,,15.0,,,,,,,,,,,,lab+4.0,4.0
1992-07-16,1992-07-16,Harris Interactive,Observer,,,38.0,44.0,,15.0,,,,,,,,,,,,con+6.0,6.0
1992-07-06,1992-07-06,Gallup,,,,38.0,42.0,,16.0,,,,,,,,,,,,con+4.0,4.0
1992-07-04,1992-07-04,ICM Research,Guardian,,,36.0,45.0,,15.0,,,,,,,,,,,,con+9.0,9.0
1992-06-23,1992-06-23,Ipsos,Sunday Times,,,39.0,42.0,,16.0,,,,,,,,,,,,con+3.0,3.0
1992-06-18,1992-06-18,Harris Interactive,Observer,,,36.0,46.0,,15.0,,,,,,,,,,,,con+10.0,10.0
1992-06-06,1992-06-06,ICM Research,Guardian,,,36.0,45.0,,16.0,,,,,,,,,,,,con+9.0,9.0
1992-06-01,1992-06-01,Gallup,,,,37.0,45.0,,17.0,,,,,,,,,,,,con+8.0,8.0
1992-05-26,1992-05-26,Ipsos,Sunday Times,,,38.0,43.0,,16.0,,,,,,,,,,,,con+5.0,5.0
1992-05-17,1992-05-17,Audience Selection,,,,37.0,45.0,,13.0,,,,,,,,,,,,con+8.0,8.0
1992-05-14,1992-05-14,Harris Interactive,Observer,,,37.0,46.0,,13.0,,,,,,,,,,,,con+9.0,9.0
1992-05-09,1992-05-09,ICM Research,Guardian,,,34.0,45.0,,17.0,,,,,,,,,,,,con+11.0,11.0
1992-05-04,1992-05-04,Gallup,,,,39.0,42.0,,17.0,,,,,,,,,,,,con+3.0,3.0
1992-04-28,1992-04-28,Ipsos,Sunday Times,,,38.0,43.0,,16.0,,,,,,,,,,,,con+5.0,5.0
1992-04-16,1992-04-16,Harris Interactive,Observer,,,36.0,44.0,,17.0,,,,,,,,,,,,con+8.0,8.0
1992-04-12,1992-04-12,Gallup,,,,38.0,39.0,,19.0,,,,,,,,,,,,con+1.0,1.0
1992-04-11,1992-04-11,Audience Selection,,,,36.0,42.0,,18.0,,,,,,,,,,,,con+6.0,6.0
1992-04-09,1992-04-09,General Election,,,,34.4,41.9,,17.8,,,,,,,,,,,,con+7.5,7.5
1992-04-08,1992-04-08,General Election,1992 general election,,,35.2,42.8,,18.3,,,,,,,,,,,,con+7.6,7.599999999999994
1992-04-08,1992-04-08,NOP,The Independent,,,42.0,39.0,,17.0,,,,,,,,,,,,lab+3.0,3.0
1992-04-08,1992-04-08,Gallup,The Daily Telegraph,,,38.0,38.5,,20.0,,,,,,,,,,,,con+0.5,0.5
1992-04-08,1992-04-08,Ipsos,The Times,,,39.0,38.0,,20.0,,,,,,,,,,,,lab+1.0,1.0
1992-04-07,1992-04-07,ICM Research,The Guardian,,,38.0,38.0,,20.0,,,,,,,,,,,,Tie,0.0
1992-04-07,1992-04-07,Harris Interactive,ITN,,,40.0,38.0,,18.0,,,,,,,,,,,,lab+2.0,2.0
1992-04-06,1992-04-06,Ipsos,YTV,,,40.0,37.0,,20.0,,,,,,,,,,,,lab+3.0,3.0
1992-04-04,1992-04-04,Harris Interactive,Daily Express,,,38.0,37.0,,21.0,,,,,,,,,,,,lab+1.0,1.0
1992-04-04,1992-04-04,Harris Interactive,The Observer,,,40.0,38.0,,17.0,,,,,,,,,,,,lab+2.0,2.0
1992-04-03,1992-04-03,NOP,The Independent on Sunday,,,41.0,38.0,,17.0,,,,,,,,,,,,lab+3.0,3.0
1992-04-03,1992-04-03,ICM Research,Press Association,,,38.7,36.2,,20.4,,,,,,,,,,,,lab+2.5,2.5
1992-04-03,1992-04-03,Ipsos,The Sunday Times,,,39.0,37.0,,21.0,,,,,,,,,,,,lab+2.0,2.0
1992-04-03,1992-04-03,Gallup,The Sunday Telegraph,,,37.5,37.5,,21.0,,,,,,,,,,,,Tie,0.0
1992-04-03,1992-04-03,NOP,The Mail on Sunday,,,41.0,35.0,,20.0,,,,,,,,,,,,lab+6.0,6.0
1992-04-01,1992-04-01,ICM Research,Sunday Express,,,39.0,37.0,,19.0,,,,,,,,,,,,lab+2.0,2.0
1992-04-01,1992-04-01,Gallup,The Daily Telegraph,,,37.5,38.0,,20.5,,,,,,,,,,,,con+0.5,0.5
1992-03-31,1992-03-31,NOP,The Independent,,,39.0,37.0,,19.0,,,,,,,,,,,,lab+2.0,2.0
1992-03-31,1992-03-31,Neilsen,,,,39.6,39.8,,17.2,,,,,,,,,,,,con+0.2,0.19999999999999574
1992-03-31,1992-03-31,Harris Interactive,ITN,,,41.0,35.0,,19.0,,,,,,,,,,,,lab+6.0,6.0
1992-03-30,1992-03-30,ICM Research,The Guardian,,,41.0,37.0,,18.0,,,,,,,,,,,,lab+4.0,4.0
1992-03-30,1992-03-30,Harris Interactive,Daily Express,,,39.0,40.0,,17.0,,,,,,,,,,,,con+1.0,1.0
1992-03-29,1992-03-29,Ipsos,The Times,,,42.0,35.0,,19.0,,,,,,,,,,,,lab+7.0,7.0
1992-03-28,1992-03-28,Audience Selection,,,,39.0,37.0,,19.0,,,,,,,,,,,,lab+2.0,2.0
1992-03-28,1992-03-28,NOP,The Independent on Sunday,,,40.0,39.0,,16.0,,,,,,,,,,,,lab+1.0,1.0
1992-03-27,1992-03-27,NOP,The Mail on Sunday,,,41.0,37.0,,18.0,,,,,,,,,,,,lab+4.0,4.0
1992-03-27,1992-03-27,Ipsos,The Sunday Times,,,40.0,38.0,,20.0,,,,,,,,,,,,lab+2.0,2.0
1992-03-27,1992-03-27,Harris Interactive,The Observer,,,38.0,40.0,,17.0,,,,,,,,,,,,con+2.0,2.0
1992-03-25,1992-03-25,NOP,The Independent,,,42.0,39.0,,14.0,,,,,,,,,,,,lab+3.0,3.0
1992-03-25,1992-03-25,ICM Research,Sunday Express,,,38.0,36.0,,20.0,,,,,,,,,,,,lab+2.0,2.0
1992-03-24,1992-03-24,Gallup,The Daily Telegraph,,,40.5,40.0,,16.5,,,,,,,,,,,,lab+0.5,0.5
1992-03-24,1992-03-24,Ipsos,,,,41.0,38.0,,17.0,,,,,,,,,,,,lab+3.0,3.0
1992-03-24,1992-03-24,ICM Research,The Guardian,,,40.0,39.0,,17.0,,,,,,,,,,,,lab+1.0,1.0
1992-03-23,1992-03-23,NMR,EUR,,,39.0,38.0,,19.0,,,,,,,,,,,,lab+1.0,1.0
1992-03-23,1992-03-23,Harris Interactive,Daily Express,,,38.0,43.0,,15.0,,,,,,,,,,,,con+5.0,5.0
1992-03-23,1992-03-23,Harris Interactive,ITN,,,42.0,38.0,,16.0,,,,,,,,,,,,lab+4.0,4.0
1992-03-21,1992-03-21,Ipsos,The Times,,,41.0,38.0,,17.0,,,,,,,,,,,,lab+3.0,3.0
1992-03-21,1992-03-21,NOP,The Independent on Sunday,,,40.0,38.0,,16.0,,,,,,,,,,,,lab+2.0,2.0
1992-03-20,1992-03-20,Harris Interactive,The Observer,,,39.0,40.0,,17.0,,,,,,,,,,,,con+1.0,1.0
1992-03-20,1992-03-20,NOP,The Mail on Sunday,,,41.0,39.0,,15.0,,,,,,,,,,,,lab+2.0,2.0
1992-03-20,1992-03-20,Ipsos,The Sunday Times,,,41.0,38.0,,19.0,,,,,,,,,,,,lab+3.0,3.0
1992-03-18,1992-03-18,ICM Research,Sunday Express,,,42.0,37.0,,16.0,,,,,,,,,,,,lab+5.0,5.0
1992-03-18,1992-03-18,Gallup,The Daily Telegraph,,,38.5,40.5,,18.0,,,,,,,,,,,,con+2.0,2.0
1992-03-17,1992-03-17,NOP,The Independent,,,42.0,38.0,,17.0,,,,,,,,,,,,lab+4.0,4.0
1992-03-16,1992-03-16,ICM Research,The Guardian,,,43.0,38.0,,16.0,,,,,,,,,,,,lab+5.0,5.0
1992-03-16,1992-03-16,Harris Interactive,Daily Express,,,38.0,41.0,,17.0,,,,,,,,,,,,con+3.0,3.0
1992-03-13,1992-03-13,Ipsos,The Sunday Times,,,39.0,40.0,,16.0,,,,,,,,,,,,con+1.0,1.0
1992-03-13,1992-03-13,NOP,The Independent on Sunday,,,41.0,40.0,,14.0,,,,,,,,,,,,lab+1.0,1.0
1992-03-13,1992-03-13,Ipsos,The Times,,,43.0,38.0,,16.0,,,,,,,,,,,,lab+5.0,5.0
1992-03-13,1992-03-13,Harris Interactive,London Weekend Television,,,41.0,37.0,,17.0,,,,,,,,,,,,lab+4.0,4.0
1992-03-13,1992-03-13,Harris Interactive,Daily Express,,,40.0,39.0,,16.0,,,,,,,,,,,,lab+1.0,1.0
1992-03-12,1992-03-12,ICM Research,Sunday Express,,,40.0,39.0,,16.0,,,,,,,,,,,,lab+1.0,1.0
1992-03-12,1992-03-12,Ipsos,The Times,,,41.0,38.0,,16.0,,,,,,,,,,,,lab+3.0,3.0
1992-03-12,1992-03-12,Harris Interactive,The Observer,,,43.0,40.0,,12.0,,,,,,,,,,,,lab+3.0,3.0
1992-03-11,1992-03-11,Gallup,,,,38.5,41.0,,15.0,,,,,,,,,,,,con+2.5,2.5
1992-03-10,1992-03-10,NOP,The Mail on Sunday,,,40.0,41.0,,15.0,,,,,,,,,,,,con+1.0,1.0
1992-03-07,1992-03-07,Gallup,The Daily Telegraph,,,38.0,37.0,,20.0,,,,,,,,,,,,lab+1.0,1.0
1992-03-07,1992-03-07,NOP,The Mail on Sunday,,,41.0,38.0,,16.0,,,,,,,,,,,,lab+3.0,3.0
1992-03-06,1992-03-06,ICM Research,The Guardian,,,42.0,39.0,,15.0,,,,,,,,,,,,lab+3.0,3.0
1992-03-02,1992-03-02,Harris Interactive,The Observer,,,40.0,39.0,,14.0,,,,,,,,,,,,lab+1.0,1.0
1992-02-25,1992-02-25,Gallup,The Daily Telegraph,,,38.5,38.5,,18.5,,,,,,,,,,,,Tie,0.0
1992-02-25,1992-02-25,Gallup,The Daily Telegraph,,,37.5,37.0,,20.0,,,,,,,,,,,,lab+0.5,0.5
1992-02-23,1992-02-23,Ipsos,The Sunday Times,,,40.0,39.0,,18.0,,,,,,,,,,,,lab+1.0,1.0
1992-02-22,1992-02-22,Audience Selection,,,,38.0,36.0,,18.0,,,,,,,,,,,,lab+2.0,2.0
1992-02-18,1992-02-18,ICM Research,Daily Mail,,,41.0,38.0,,17.0,,,,,,,,,,,,lab+3.0,3.0
1992-02-17,1992-02-17,Gallup,The Daily Telegraph,,,37.0,39.0,,19.0,,,,,,,,,,,,con+2.0,2.0
1992-02-14,1992-02-14,NOP,The Independent,,,42.0,38.0,,15.0,,,,,,,,,,,,lab+4.0,4.0
1992-02-13,1992-02-13,ICM Research,Sunday Express,,,39.0,40.0,,16.0,,,,,,,,,,,,con+1.0,1.0
1992-02-11,1992-02-11,Harris Interactive,The Observer,,,40.0,39.0,,15.0,,,,,,,,,,,,lab+1.0,1.0
1992-02-08,1992-02-08,Gallup,The Daily Telegraph,,,37.5,40.0,,17.5,,,,,,,,,,,,con+2.5,2.5
1992-02-07,1992-02-07,ICM Research,The Guardian,,,40.0,40.0,,16.0,,,,,,,,,,,,Tie,0.0
1992-02-06,1992-02-06,NOP,The Independent on Sunday,,,42.0,38.0,,15.0,,,,,,,,,,,,lab+4.0,4.0
1992-02-03,1992-02-03,Harris Interactive,Daily Express,,,40.0,39.0,,17.0,,,,,,,,,,,,lab+1.0,1.0
1992-01-28,1992-01-28,Gallup,The Daily Telegraph,,,37.5,42.5,,14.0,,,,,,,,,,,,con+5.0,5.0
1992-01-26,1992-01-26,Gallup,The Daily Telegraph,,,39.5,38.0,,17.5,,,,,,,,,,,,lab+1.5,1.5
1992-01-25,1992-01-25,Audience Selection,,,,40.0,40.0,,15.0,,,,,,,,,,,,Tie,0.0
1992-01-23,1992-01-23,ICM Research,Daily Mail,,,40.0,41.0,,13.0,,,,,,,,,,,,con+1.0,1.0
1992-01-21,1992-01-21,Harris Interactive,Daily Express,,,40.0,41.0,,14.0,,,,,,,,,,,,con+1.0,1.0
1992-01-21,1992-01-21,Gallup,The Daily Telegraph,,,38.0,40.0,,16.5,,,,,,,,,,,,con+2.0,2.0
1992-01-17,1992-01-17,Ipsos,The Sunday Times,,,39.0,42.0,,16.0,,,,,,,,,,,,con+3.0,3.0
1992-01-16,1992-01-16,ICM Research,Sunday Express,,,42.0,41.0,,14.0,,,,,,,,,,,,lab+1.0,1.0
1992-01-13,1992-01-13,Harris Interactive,The Observer,,,43.0,42.0,,13.0,,,,,,,,,,,,lab+1.0,1.0
1992-01-13,1992-01-13,Gallup,The Daily Telegraph,,,37.5,42.0,,16.0,,,,,,,,,,,,con+4.5,4.5
1992-01-11,1992-01-11,NOP,The Independent,,,43.0,40.0,,13.0,,,,,,,,,,,,lab+3.0,3.0
1992-01-08,1992-01-08,NOP,The Independent on Sunday,,,45.0,40.0,,12.0,,,,,,,,,,,,lab+5.0,5.0
1992-01-08,1992-01-08,ICM Research,The Guardian,,,41.0,42.0,,12.0,,,,,,,,,,,,con+1.0,1.0
1991-12-27,1991-12-27,Ipsos,The Sunday Times,,,44.0,38.0,,14.0,,,,,,,,,,,,lab+6.0,6.0
1991-12-15,1991-12-15,Gallup,The Sunday Telegraph,,,41.5,42.0,,13.0,,,,,,,,,,,,con+0.5,0.5
1991-12-13,1991-12-13,NOP,The Independent on Sunday,,,40.0,41.0,,14.0,,,,,,,,,,,,con+1.0,1.0
1991-12-07,1991-12-07,ICM Research,The Guardian,,,42.0,39.0,,14.0,,,,,,,,,,,,lab+3.0,3.0
1991-12-05,1991-12-05,Ipsos,The Times,,,43.0,40.0,,12.0,,,,,,,,,,,,lab+3.0,3.0
1991-12-02,1991-12-02,Gallup,The Daily Telegraph,,,37.0,39.5,,19.0,,,,,,,,,,,,con+2.5,2.5
1991-12-02,1991-12-02,Audience Selection,,,,40.0,39.0,,16.0,,,,,,,,,,,,lab+1.0,1.0
1991-11-25,1991-11-25,Ipsos,The Sunday Times,,,42.0,40.0,,15.0,,,,,,,,,,,,lab+2.0,2.0
1991-11-25,1991-11-25,NOP,The Independent,,,41.0,40.0,,15.0,,,,,,,,,,,,lab+1.0,1.0
1991-11-23,1991-11-23,Ipsos,The Sunday Times,,,43.0,41.0,,13.0,,,,,,,,,,,,lab+2.0,2.0
1991-11-23,1991-11-23,ICM Research,Daily Mail,,,41.0,39.0,,16.0,,,,,,,,,,,,lab+2.0,2.0
1991-11-14,1991-11-14,Harris Interactive,The Observer,,,44.0,39.0,,13.0,,,,,,,,,,,,lab+5.0,5.0
1991-11-09,1991-11-09,ICM Research,The Guardian,,,43.0,41.0,,13.0,,,,,,,,,,,,lab+2.0,2.0
1991-11-04,1991-11-04,Gallup,The Daily Telegraph,,,44.0,36.0,,15.5,,,,,,,,,,,,lab+8.0,8.0
1991-11-01,1991-11-01,Ipsos,The Sunday Times,,,41.0,42.0,,13.0,,,,,,,,,,,,con+1.0,1.0
1991-10-28,1991-10-28,Audience Selection,,,,42.0,37.0,,16.0,,,,,,,,,,,,lab+5.0,5.0
1991-10-27,1991-10-27,Harris Interactive,The Observer,,,45.0,39.0,,12.0,,,,,,,,,,,,lab+6.0,6.0
1991-10-26,1991-10-26,ICM Research,Daily Mail,,,42.0,40.0,,13.0,,,,,,,,,,,,lab+2.0,2.0
1991-10-21,1991-10-21,Ipsos,The Sunday Times,,,45.0,39.0,,12.0,,,,,,,,,,,,lab+6.0,6.0
1991-10-21,1991-10-21,NOP,The Independent,,,45.0,39.0,,12.0,,,,,,,,,,,,lab+6.0,6.0
1991-10-17,1991-10-17,Harris Interactive,The Observer,,,46.0,39.0,,12.0,,,,,,,,,,,,lab+7.0,7.0
1991-10-12,1991-10-12,ICM Research,The Guardian,,,43.0,41.0,,12.0,,,,,,,,,,,,lab+2.0,2.0
1991-10-05,1991-10-05,NOP,The Independent on Sunday,,,46.0,39.0,,13.0,,,,,,,,,,,,lab+7.0,7.0
1991-10-04,1991-10-04,Gallup,The Daily Telegraph,,,41.5,39.5,,15.0,,,,,,,,,,,,lab+2.0,2.0
1991-10-03,1991-10-03,ICM Research,Press Association,,,42.0,40.0,,13.0,,,,,,,,,,,,lab+2.0,2.0
1991-09-30,1991-09-30,Audience Selection,,,,37.0,41.0,,14.0,,,,,,,,,,,,con+4.0,4.0
1991-09-30,1991-09-30,Gallup,The Daily Telegraph,,,38.0,42.0,,15.0,,,,,,,,,,,,con+4.0,4.0
1991-09-28,1991-09-28,ICM Research,Daily Mail,,,42.0,40.0,,14.0,,,,,,,,,,,,lab+2.0,2.0
1991-09-26,1991-09-26,Harris Interactive,The Observer,,,41.0,40.0,,13.0,,,,,,,,,,,,lab+1.0,1.0
1991-09-26,1991-09-26,NOP,The Mail on Sunday,,,39.0,40.0,,16.0,,,,,,,,,,,,con+1.0,1.0
1991-09-24,1991-09-24,Ipsos,The Sunday Times,,,39.0,39.0,,17.0,,,,,,,,,,,,Tie,0.0
1991-09-23,1991-09-23,Gallup,The Sunday Telegraph,,,38.5,40.0,,16.0,,,,,,,,,,,,con+1.5,1.5
1991-09-23,1991-09-23,NOP,The Independent,,,42.0,39.0,,14.0,,,,,,,,,,,,lab+3.0,3.0
1991-09-20,1991-09-20,Ipsos,,,,43.0,39.0,,14.0,,,,,,,,,,,,lab+4.0,4.0
1991-09-14,1991-09-14,ICM Research,The Guardian,,,39.0,39.0,,17.0,,,,,,,,,,,,Tie,0.0
1991-09-13,1991-09-13,ICM Research,Sunday Express,,,37.0,41.0,,17.0,,,,,,,,,,,,con+4.0,4.0
1991-09-12,1991-09-12,Harris Interactive,The Observer,,,38.0,43.0,,16.0,,,,,,,,,,,,con+5.0,5.0
1991-09-07,1991-09-07,NOP,The Independent on Sunday,,,39.0,41.0,,15.0,,,,,,,,,,,,con+2.0,2.0
1991-09-02,1991-09-02,Gallup,The Daily Telegraph,,,35.0,39.5,,19.5,,,,,,,,,,,,con+4.5,4.5
1991-08-27,1991-08-27,Ipsos,The Sunday Times,,,40.0,42.0,,14.0,,,,,,,,,,,,con+2.0,2.0
1991-08-24,1991-08-24,ICM Research,Daily Mail,,,43.0,40.0,,12.0,,,,,,,,,,,,lab+3.0,3.0
1991-08-19,1991-08-19,NOP,The Independent,,,44.0,38.0,,12.0,,,,,,,,,,,,lab+6.0,6.0
1991-08-15,1991-08-15,Harris Interactive,The Observer,,,41.0,40.0,,14.0,,,,,,,,,,,,lab+1.0,1.0
1991-08-10,1991-08-10,ICM Research,The Guardian,,,45.0,36.0,,16.0,,,,,,,,,,,,lab+9.0,9.0
1991-08-05,1991-08-05,Gallup,The Daily Telegraph,,,41.0,36.0,,16.5,,,,,,,,,,,,lab+5.0,5.0
1991-08-01,1991-08-01,Audience Selection,,,,40.0,39.0,,15.0,,,,,,,,,,,,lab+1.0,1.0
1991-07-29,1991-07-29,Audience Selection,,,,43.0,35.0,,15.0,,,,,,,,,,,,lab+8.0,8.0
1991-07-24,1991-07-24,ICM Research,Daily Express,,,44.0,38.0,,13.0,,,,,,,,,,,,lab+6.0,6.0
1991-07-22,1991-07-22,Ipsos,,,,43.0,38.0,,15.0,,,,,,,,,,,,lab+5.0,5.0
1991-07-20,1991-07-20,ICM Research,Daily Mail,,,44.0,37.0,,16.0,,,,,,,,,,,,lab+7.0,7.0
1991-07-18,1991-07-18,Harris Interactive,The Observer,,,42.0,39.0,,14.0,,,,,,,,,,,,lab+3.0,3.0
1991-07-15,1991-07-15,NOP,The Independent,,,43.0,39.0,,13.0,,,,,,,,,,,,lab+4.0,4.0
1991-07-06,1991-07-06,ICM Research,The Guardian,,,43.0,37.0,,16.0,,,,,,,,,,,,lab+6.0,6.0
1991-07-01,1991-07-01,Gallup,The Daily Telegraph,,,40.5,37.0,,17.0,,,,,,,,,,,,lab+3.5,3.5
1991-06-27,1991-06-27,NOP,The Mail on Sunday,,,42.0,41.0,,13.0,,,,,,,,,,,,lab+1.0,1.0
1991-06-24,1991-06-24,Ipsos,,,,41.0,39.0,,15.0,,,,,,,,,,,,lab+2.0,2.0
1991-06-21,1991-06-21,ICM Research,Daily Mail,,,44.0,35.0,,17.0,,,,,,,,,,,,lab+9.0,9.0
1991-06-21,1991-06-21,Ipsos,Sunday Express,,,38.0,39.0,,17.0,,,,,,,,,,,,con+1.0,1.0
1991-06-17,1991-06-17,NOP,The Independent,,,45.0,37.0,,14.0,,,,,,,,,,,,lab+8.0,8.0
1991-06-13,1991-06-13,Harris Interactive,The Observer,,,45.0,35.0,,16.0,,,,,,,,,,,,lab+10.0,10.0
1991-06-08,1991-06-08,ICM Research,The Guardian,,,44.0,34.0,,17.0,,,,,,,,,,,,lab+10.0,10.0
1991-06-03,1991-06-03,Gallup,The Daily Telegraph,,,41.5,33.5,,21.0,,,,,,,,,,,,lab+8.0,8.0
1991-06-02,1991-06-02,Harris Interactive,TV-AM,,,43.0,36.0,,15.0,,,,,,,,,,,,lab+7.0,7.0
1991-06-01,1991-06-01,Audience Selection,,,,42.0,41.0,,13.0,,,,,,,,,,,,lab+1.0,1.0
1991-06-01,1991-06-01,NMR,The Independent on Sunday,,,43.0,37.0,,16.0,,,,,,,,,,,,lab+6.0,6.0
